,M
18016,-15758
18017,-15881
18018,-15992
18019,-16090
18020,-16174
18021,-16245
18022,-16303
18023,-16348
18024,-16380
18025,-16398
18026,-16403
18027,-16395
18028,-16373
18029,-16338
18030,-16290
18031,-16229
18032,-16154
18033,-16066
18034,-15966
18035,-15852
18036,-15725
18037,-15586
18038,-15434
18039,-15270
18040,-15092
18041,-14903
18042,-14702
18043,-14489
18044,-14264
18045,-14027
18046,-13779
18047,-13520
18048,-13250
18049,-12969
18050,-12678
18051,-12376
18052,-12064
18053,-11743
18054,-11412
18055,-11071
18056,-10722
18057,-10364
18058,-9997
18059,-9623
18060,-9240
18061,-8850
18062,-8453
18063,-8049
18064,-7639
18065,-7222
18066,-6800
18067,-6372
18068,-5938
18069,-5500
18070,-5058
18071,-4611
18072,-4161
18073,-3707
18074,-3250
18075,-2791
18076,-2329
18077,-1866
18078,-1401
18079,-934
18080,-467
18081,0
18082,468
18083,934
18084,1401
18085,1866
18086,2329
18087,2791
18088,3250
18089,3707
18090,4161
18091,4611
18092,5058
18093,5501
18094,5939
18095,6372
18096,6800
18097,7222
18098,7639
18099,8050
18100,8453
18101,8851
18102,9240
18103,9623
18104,9997
18105,10364
18106,10722
18107,11071
18108,11412
18109,11743
18110,12065
18111,12376
18112,12678
18113,12969
18114,13250
18115,13520
18116,13779
18117,14027
18118,14264
18119,14489
18120,14702
18121,14903
18122,15093
18123,15270
18124,15434
18125,15586
18126,15726
18127,15852
18128,15966
18129,16067
18130,16155
18131,16229
18132,16291
18133,16339
18134,16374
18135,16395
18136,16404
18137,16398
18138,16380
18139,16348
18140,16304
18141,16245
18142,16174
18143,16090
18144,15992
18145,15882
18146,15758
18147,15622
18148,15473
18149,15312
18150,15138
18151,14952
18152,14754
18153,14544
18154,14321
18155,14088
18156,13842
18157,13586
18158,13319
18159,13040
18160,12752
18161,12452
18162,12143
18163,11824
18164,11496
18165,11157
18166,10810
18167,10454
18168,10090
18169,9717
18170,9337
18171,8949
18172,8554
18173,8151
18174,7742
18175,7327
18176,6906
18177,6479
18178,6047
18179,5611
18180,5169
18181,4723
18182,4274
18183,3821
18184,3365
18185,2906
18186,2445
18187,1982
18188,1517
18189,1051
18190,584
18191,117
18192,-351
18193,-817
18194,-1284
18195,-1749
18196,-2213
18197,-2676
18198,-3136
18199,-3593
18200,-4048
18201,-4499
18202,-4947
18203,-5390
18204,-5829
18205,-6264
18206,-6693
18207,-7117
18208,-7535
18209,-7947
18210,-8353
18211,-8752
18212,-9143
18213,-9528
18214,-9905
18215,-10273
18216,-10633
18217,-10985
18218,-11327
18219,-11661
18220,-11985
18221,-12299
18222,-12603
18223,-12897
18224,-13181
18225,-13454
18226,-13715
18227,-13966
18228,-14206
18229,-14434
18230,-14650
18231,-14854
18232,-15046
18233,-15226
18234,-15394
18235,-15549
18236,-15692
18237,-15821
18238,-15939
18239,-16042
18240,-16133
18241,-16211
18242,-16276
18243,-16327
18244,-16366
18245,-16391
18246,-16402
18247,-16401
18248,-16386
18249,-16358
18250,-16316
18251,-16261
18252,-16193
18253,-16112
18254,-16018
18255,-15910
18256,-15790
18257,-15657
18258,-15512
18259,-15353
18260,-15183
18261,-14999
18262,-14804
18263,-14597
18264,-14378
18265,-14147
18266,-13905
18267,-13651
18268,-13386
18269,-13111
18270,-12825
18271,-12528
18272,-12221
18273,-11904
18274,-11578
18275,-11243
18276,-10898
18277,-10544
18278,-10181
18279,-9811
18280,-9433
18281,-9046
18282,-8653
18283,-8252
18284,-7845
18285,-7431
18286,-7012
18287,-6586
18288,-6155
18289,-5720
18290,-5280
18291,-4835
18292,-4386
18293,-3934
18294,-3479
18295,-3021
18296,-2560
18297,-2097
18298,-1633
18299,-1167
18300,-701
18301,-234
18302,234
18303,701
18304,1168
18305,1633
18306,2098
18307,2560
18308,3021
18309,3479
18310,3934
18311,4387
18312,4835
18313,5280
18314,5720
18315,6156
18316,6586
18317,7012
18318,7432
18319,7845
18320,8252
18321,8653
18322,9046
18323,9433
18324,9811
18325,10182
18326,10544
18327,10898
18328,11243
18329,11578
18330,11905
18331,12221
18332,12528
18333,12825
18334,13111
18335,13387
18336,13651
18337,13905
18338,14147
18339,14378
18340,14597
18341,14805
18342,15000
18343,15183
18344,15354
18345,15512
18346,15657
18347,15791
18348,15911
18349,16018
18350,16112
18351,16193
18352,16262
18353,16316
18354,16358
18355,16386
18356,16401
18357,16403
18358,16391
18359,16366
18360,16328
18361,16276
18362,16212
18363,16134
18364,16043
18365,15939
18366,15822
18367,15692
18368,15549
18369,15394
18370,15227
18371,15046
18372,14854
18373,14650
18374,14434
18375,14206
18376,13967
18377,13716
18378,13454
18379,13181
18380,12898
18381,12604
18382,12299
18383,11985
18384,11661
18385,11327
18386,10985
18387,10633
18388,10273
18389,9905
18390,9528
18391,9144
18392,8752
18393,8353
18394,7948
18395,7536
18396,7117
18397,6694
18398,6264
18399,5829
18400,5390
18401,4947
18402,4499
18403,4048
18404,3593
18405,3136
18406,2676
18407,2214
18408,1749
18409,1284
18410,818
18411,351
18412,-117
18413,-584
18414,-1051
18415,-1517
18416,-1982
18417,-2445
18418,-2906
18419,-3365
18420,-3821
18421,-4274
18422,-4723
18423,-5169
18424,-5610
18425,-6047
18426,-6479
18427,-6906
18428,-7327
18429,-7742
18430,-8151
18431,-8553
18432,-8949
18433,-9337
18434,-9717
18435,-10090
18436,-10454
18437,-10810
18438,-11157
18439,-11495
18440,-11824
18441,-12143
18442,-12452
18443,-12752
18444,-13040
18445,-13319
18446,-13586
18447,-13842
18448,-14087
18449,-14321
18450,-14543
18451,-14754
18452,-14952
18453,-15138
18454,-15312
18455,-15473
18456,-15622
18457,-15758
18458,-15882
18459,-15992
18460,-16090
18461,-16174
18462,-16245
18463,-16304
18464,-16348
18465,-16380
18466,-16398
18467,-16403
18468,-16395
18469,-16373
18470,-16338
18471,-16290
18472,-16229
18473,-16154
18474,-16066
18475,-15966
18476,-15852
18477,-15725
18478,-15586
18479,-15434
18480,-15270
18481,-15092
18482,-14903
18483,-14702
18484,-14489
18485,-14264
18486,-14027
18487,-13779
18488,-13520
18489,-13250
18490,-12969
18491,-12678
18492,-12376
18493,-12064
18494,-11742
18495,-11411
18496,-11071
18497,-10722
18498,-10364
18499,-9997
18500,-9623
18501,-9240
18502,-8851
18503,-8453
18504,-8049
18505,-7639
18506,-7222
18507,-6800
18508,-6371
18509,-5938
18510,-5500
18511,-5058
18512,-4611
18513,-4161
18514,-3707
18515,-3250
18516,-2791
18517,-2329
18518,-1865
18519,-1400
18520,-934
18521,-467
18522,0
18523,467
18524,935
18525,1401
18526,1866
18527,2329
18528,2791
18529,3251
18530,3707
18531,4161
18532,4611
18533,5058
18534,5501
18535,5939
18536,6372
18537,6800
18538,7222
18539,7639
18540,8050
18541,8454
18542,8851
18543,9241
18544,9623
18545,9998
18546,10364
18547,10722
18548,11071
18549,11412
18550,11743
18551,12065
18552,12376
18553,12678
18554,12969
18555,13250
18556,13520
18557,13780
18558,14028
18559,14264
18560,14489
18561,14702
18562,14903
18563,15093
18564,15270
18565,15434
18566,15586
18567,15726
18568,15852
18569,15966
18570,16067
18571,16155
18572,16229
18573,16291
18574,16339
18575,16373
18576,16395
18577,16403
18578,16399
18579,16380
18580,16349
18581,16304
18582,16246
18583,16174
18584,16090
18585,15992
18586,15882
18587,15758
18588,15622
18589,15473
18590,15312
18591,15138
18592,14952
18593,14754
18594,14544
18595,14321
18596,14088
18597,13842
18598,13586
18599,13319
18600,13040
18601,12752
18602,12453
18603,12143
18604,11824
18605,11496
18606,11157
18607,10810
18608,10454
18609,10090
18610,9717
18611,9337
18612,8949
18613,8554
18614,8151
18615,7742
18616,7327
18617,6906
18618,6479
18619,6047
18620,5611
18621,5169
18622,4723
18623,4274
18624,3821
18625,3365
18626,2906
18627,2445
18628,1982
18629,1517
18630,1051
18631,584
18632,117
18633,-351
18634,-818
18635,-1284
18636,-1749
18637,-2213
18638,-2676
18639,-3136
18640,-3593
18641,-4048
18642,-4499
18643,-4947
18644,-5390
18645,-5829
18646,-6264
18647,-6693
18648,-7117
18649,-7535
18650,-7947
18651,-8353
18652,-8752
18653,-9143
18654,-9528
18655,-9904
18656,-10273
18657,-10633
18658,-10985
18659,-11327
18660,-11661
18661,-11985
18662,-12299
18663,-12603
18664,-12897
18665,-13181
18666,-13454
18667,-13715
18668,-13966
18669,-14206
18670,-14434
18671,-14650
18672,-14854
18673,-15046
18674,-15227
18675,-15394
18676,-15549
18677,-15692
18678,-15821
18679,-15938
18680,-16043
18681,-16134
18682,-16211
18683,-16276
18684,-16328
18685,-16366
18686,-16391
18687,-16402
18688,-16401
18689,-16386
18690,-16358
18691,-16316
18692,-16261
18693,-16193
18694,-16112
18695,-16018
18696,-15910
18697,-15790
18698,-15657
18699,-15511
18700,-15353
18701,-15182
18702,-15000
18703,-14804
18704,-14597
18705,-14378
18706,-14147
18707,-13905
18708,-13651
18709,-13387
18710,-13111
18711,-12825
18712,-12528
18713,-12221
18714,-11905
18715,-11578
18716,-11242
18717,-10898
18718,-10544
18719,-10181
18720,-9811
18721,-9432
18722,-9046
18723,-8653
18724,-8252
18725,-7845
18726,-7431
18727,-7012
18728,-6586
18729,-6156
18730,-5720
18731,-5279
18732,-4835
18733,-4386
18734,-3934
18735,-3479
18736,-3021
18737,-2560
18738,-2097
18739,-1633
18740,-1168
18741,-701
18742,-233
18743,234
18744,701
18745,1168
18746,1634
18747,2098
18748,2560
18749,3021
18750,3479
18751,3935
18752,4387
18753,4835
18754,5280
18755,5720
18756,6156
18757,6587
18758,7012
18759,7431
18760,7845
18761,8252
18762,8653
18763,9046
18764,9433
18765,9811
18766,10182
18767,10544
18768,10898
18769,11243
18770,11579
18771,11905
18772,12222
18773,12528
18774,12825
18775,13111
18776,13387
18777,13651
18778,13905
18779,14147
18780,14378
18781,14597
18782,14805
18783,15000
18784,15183
18785,15354
18786,15512
18787,15657
18788,15791
18789,15911
18790,16018
18791,16112
18792,16193
18793,16261
18794,16316
18795,16358
18796,16386
18797,16401
18798,16403
18799,16391
18800,16366
18801,16328
18802,16276
18803,16211
18804,16134
18805,16043
18806,15939
18807,15822
18808,15692
18809,15549
18810,15394
18811,15227
18812,15046
18813,14854
18814,14650
18815,14434
18816,14206
18817,13966
18818,13716
18819,13454
18820,13181
18821,12897
18822,12603
18823,12299
18824,11985
18825,11661
18826,11328
18827,10985
18828,10633
18829,10273
18830,9905
18831,9528
18832,9144
18833,8752
18834,8353
18835,7948
18836,7535
18837,7117
18838,6694
18839,6264
18840,5829
18841,5390
18842,4947
18843,4499
18844,4048
18845,3593
18846,3136
18847,2676
18848,2213
18849,1749
18850,1284
18851,818
18852,351
18853,-117
18854,-584
18855,-1051
18856,-1517
18857,-1981
18858,-2445
18859,-2906
18860,-3365
18861,-3821
18862,-4274
18863,-4723
18864,-5169
18865,-5610
18866,-6047
18867,-6479
18868,-6906
18869,-7327
18870,-7742
18871,-8151
18872,-8553
18873,-8949
18874,-9336
18875,-9717
18876,-10090
18877,-10454
18878,-10810
18879,-11157
18880,-11495
18881,-11824
18882,-12143
18883,-12452
18884,-12752
18885,-13040
18886,-13319
18887,-13586
18888,-13842
18889,-14087
18890,-14321
18891,-14543
18892,-14754
18893,-14952
18894,-15138
18895,-15312
18896,-15473
18897,-15622
18898,-15758
18899,-15881
18900,-15992
18901,-16090
18902,-16174
18903,-16245
18904,-16304
18905,-16348
18906,-16380
18907,-16398
18908,-16403
18909,-16395
18910,-16373
18911,-16338
18912,-16290
18913,-16229
18914,-16154
18915,-16067
18916,-15966
18917,-15852
18918,-15726
18919,-15586
18920,-15434
18921,-15269
18922,-15093
18923,-14903
18924,-14702
18925,-14489
18926,-14264
18927,-14027
18928,-13779
18929,-13520
18930,-13250
18931,-12969
18932,-12678
18933,-12376
18934,-12064
18935,-11742
18936,-11412
18937,-11071
18938,-10722
18939,-10364
18940,-9997
18941,-9623
18942,-9240
18943,-8850
18944,-8453
18945,-8049
18946,-7639
18947,-7222
18948,-6800
18949,-6371
18950,-5938
18951,-5500
18952,-5058
18953,-4611
18954,-4161
18955,-3707
18956,-3250
18957,-2791
18958,-2329
18959,-1865
18960,-1400
18961,-934
18962,-467
18963,0
18964,468
18965,934
18966,1401
18967,1866
18968,2329
18969,2791
18970,3251
18971,3707
18972,4161
18973,4611
18974,5058
18975,5500
18976,5939
18977,6372
18978,6800
18979,7223
18980,7639
18981,8049
18982,8454
18983,8851
18984,9241
18985,9623
18986,9998
18987,10364
18988,10722
18989,11072
18990,11412
18991,11743
18992,12064
18993,12376
18994,12678
18995,12969
18996,13250
18997,13520
18998,13780
18999,14027
19000,14264
19001,14489
19002,14702
19003,14904
19004,15093
19005,15270
19006,15434
19007,15586
19008,15726
19009,15852
19010,15966
19011,16067
19012,16154
19013,16229
19014,16291
19015,16339
19016,16373
19017,16395
19018,16403
19019,16398
19020,16380
19021,16348
19022,16304
19023,16246
19024,16174
19025,16090
19026,15992
19027,15882
19028,15758
19029,15622
19030,15474
19031,15312
19032,15138
19033,14952
19034,14754
19035,14544
19036,14322
19037,14088
19038,13842
19039,13586
19040,13319
19041,13041
19042,12752
19043,12453
19044,12143
19045,11824
19046,11496
19047,11157
19048,10810
19049,10454
19050,10090
19051,9717
19052,9337
19053,8949
19054,8554
19055,8151
19056,7742
19057,7327
19058,6906
19059,6479
19060,6047
19061,5610
19062,5169
19063,4723
19064,4274
19065,3821
19066,3365
19067,2906
19068,2445
19069,1982
19070,1517
19071,1051
19072,584
19073,117
19074,-351
19075,-817
19076,-1284
19077,-1749
19078,-2213
19079,-2675
19080,-3135
19081,-3593
19082,-4047
19083,-4499
19084,-4947
19085,-5390
19086,-5829
19087,-6264
19088,-6693
19089,-7117
19090,-7535
19091,-7947
19092,-8353
19093,-8752
19094,-9143
19095,-9528
19096,-9904
19097,-10273
19098,-10633
19099,-10985
19100,-11327
19101,-11661
19102,-11985
19103,-12299
19104,-12603
19105,-12897
19106,-13181
19107,-13454
19108,-13715
19109,-13966
19110,-14206
19111,-14434
19112,-14650
19113,-14854
19114,-15046
19115,-15227
19116,-15394
19117,-15549
19118,-15692
19119,-15822
19120,-15939
19121,-16043
19122,-16134
19123,-16211
19124,-16276
19125,-16328
19126,-16366
19127,-16391
19128,-16403
19129,-16401
19130,-16386
19131,-16358
19132,-16316
19133,-16261
19134,-16193
19135,-16112
19136,-16018
19137,-15911
19138,-15790
19139,-15657
19140,-15511
19141,-15353
19142,-15182
19143,-14999
19144,-14804
19145,-14597
19146,-14378
19147,-14147
19148,-13905
19149,-13651
19150,-13386
19151,-13111
19152,-12825
19153,-12528
19154,-12221
19155,-11904
19156,-11578
19157,-11242
19158,-10897
19159,-10544
19160,-10182
19161,-9811
19162,-9433
19163,-9046
19164,-8653
19165,-8252
19166,-7845
19167,-7431
19168,-7012
19169,-6586
19170,-6155
19171,-5720
19172,-5279
19173,-4835
19174,-4386
19175,-3934
19176,-3479
19177,-3021
19178,-2560
19179,-2098
19180,-1633
19181,-1167
19182,-701
19183,-233
19184,234
19185,701
19186,1168
19187,1634
19188,2098
19189,2561
19190,3021
19191,3479
19192,3934
19193,4387
19194,4835
19195,5280
19196,5720
19197,6156
19198,6587
19199,7012
19200,7432
19201,7845
19202,8252
19203,8653
19204,9047
19205,9433
19206,9811
19207,10182
19208,10544
19209,10898
19210,11243
19211,11578
19212,11905
19213,12221
19214,12528
19215,12825
19216,13111
19217,13387
19218,13651
19219,13905
19220,14147
19221,14378
19222,14597
19223,14805
19224,15000
19225,15183
19226,15353
19227,15512
19228,15658
19229,15791
19230,15911
19231,16018
19232,16112
19233,16193
19234,16262
19235,16316
19236,16358
19237,16386
19238,16401
19239,16403
19240,16391
19241,16366
19242,16328
19243,16276
19244,16211
19245,16134
19246,16043
19247,15939
19248,15822
19249,15692
19250,15549
19251,15394
19252,15227
19253,15046
19254,14855
19255,14650
19256,14434
19257,14206
19258,13967
19259,13716
19260,13454
19261,13181
19262,12898
19263,12604
19264,12299
19265,11985
19266,11661
19267,11328
19268,10985
19269,10633
19270,10273
19271,9905
19272,9528
19273,9144
19274,8752
19275,8353
19276,7947
19277,7536
19278,7117
19279,6693
19280,6264
19281,5829
19282,5390
19283,4947
19284,4499
19285,4048
19286,3593
19287,3136
19288,2676
19289,2214
19290,1749
19291,1284
19292,818
19293,351
19294,-117
19295,-584
19296,-1051
19297,-1517
19298,-1981
19299,-2445
19300,-2906
19301,-3365
19302,-3821
19303,-4274
19304,-4723
19305,-5169
19306,-5610
19307,-6047
19308,-6479
19309,-6906
19310,-7327
19311,-7742
19312,-8151
19313,-8553
19314,-8949
19315,-9336
19316,-9717
19317,-10090
19318,-10454
19319,-10810
19320,-11157
19321,-11495
19322,-11824
19323,-12143
19324,-12452
19325,-12752
19326,-13040
19327,-13319
19328,-13586
19329,-13842
19330,-14087
19331,-14321
19332,-14543
19333,-14753
19334,-14952
19335,-15138
19336,-15312
19337,-15473
19338,-15622
19339,-15758
19340,-15882
19341,-15992
19342,-16089
19343,-16174
19344,-16245
19345,-16303
19346,-16348
19347,-16380
19348,-16398
19349,-16403
19350,-16395
19351,-16373
19352,-16338
19353,-16290
19354,-16229
19355,-16154
19356,-16066
19357,-15966
19358,-15852
19359,-15725
19360,-15586
19361,-15434
19362,-15269
19363,-15093
19364,-14903
19365,-14702
19366,-14489
19367,-14264
19368,-14027
19369,-13779
19370,-13520
19371,-13250
19372,-12969
19373,-12678
19374,-12376
19375,-12064
19376,-11742
19377,-11411
19378,-11071
19379,-10722
19380,-10364
19381,-9997
19382,-9623
19383,-9240
19384,-8850
19385,-8453
19386,-8049
19387,-7639
19388,-7222
19389,-6800
19390,-6372
19391,-5938
19392,-5500
19393,-5058
19394,-4611
19395,-4161
19396,-3707
19397,-3250
19398,-2791
19399,-2329
19400,-1866
19401,-1401
19402,-934
19403,-467
19404,0
19405,468
19406,935
19407,1401
19408,1866
19409,2329
19410,2791
19411,3251
19412,3707
19413,4161
19414,4611
19415,5058
19416,5500
19417,5938
19418,6372
19419,6800
19420,7223
19421,7639
19422,8049
19423,8454
19424,8851
19425,9241
19426,9623
19427,9998
19428,10364
19429,10722
19430,11072
19431,11412
19432,11743
19433,12064
19434,12376
19435,12678
19436,12969
19437,13250
19438,13520
19439,13779
19440,14028
19441,14264
19442,14489
19443,14702
19444,14904
19445,15093
19446,15270
19447,15434
19448,15586
19449,15726
19450,15852
19451,15966
19452,16067
19453,16154
19454,16229
19455,16290
19456,16339
19457,16374
19458,16395
19459,16403
19460,16398
19461,16380
19462,16349
19463,16304
19464,16246
19465,16174
19466,16090
19467,15992
19468,15882
19469,15758
19470,15622
19471,15474
19472,15312
19473,15138
19474,14952
19475,14754
19476,14543
19477,14322
19478,14088
19479,13842
19480,13586
19481,13319
19482,13040
19483,12752
19484,12452
19485,12143
19486,11824
19487,11495
19488,11157
19489,10810
19490,10454
19491,10090
19492,9717
19493,9337
19494,8949
19495,8554
19496,8151
19497,7742
19498,7327
19499,6906
19500,6479
19501,6047
19502,5610
19503,5169
19504,4723
19505,4274
19506,3821
19507,3365
19508,2906
19509,2445
19510,1982
19511,1517
19512,1051
19513,584
19514,117
19515,-350
19516,-818
19517,-1284
19518,-1749
19519,-2213
19520,-2676
19521,-3136
19522,-3593
19523,-4048
19524,-4499
19525,-4947
19526,-5390
19527,-5829
19528,-6264
19529,-6693
19530,-7117
19531,-7535
19532,-7947
19533,-8353
19534,-8752
19535,-9143
19536,-9528
19537,-9905
19538,-10273
19539,-10633
19540,-10985
19541,-11327
19542,-11661
19543,-11985
19544,-12299
19545,-12603
19546,-12897
19547,-13181
19548,-13454
19549,-13716
19550,-13966
19551,-14206
19552,-14434
19553,-14650
19554,-14854
19555,-15046
19556,-15226
19557,-15394
19558,-15549
19559,-15692
19560,-15821
19561,-15939
19562,-16042
19563,-16134
19564,-16211
19565,-16276
19566,-16327
19567,-16366
19568,-16391
19569,-16403
19570,-16401
19571,-16386
19572,-16357
19573,-16316
19574,-16261
19575,-16193
19576,-16112
19577,-16018
19578,-15910
19579,-15790
19580,-15657
19581,-15511
19582,-15353
19583,-15183
19584,-14999
19585,-14804
19586,-14597
19587,-14378
19588,-14147
19589,-13905
19590,-13651
19591,-13387
19592,-13111
19593,-12825
19594,-12528
19595,-12221
19596,-11905
19597,-11578
19598,-11242
19599,-10897
19600,-10544
19601,-10182
19602,-9811
19603,-9433
19604,-9046
19605,-8653
19606,-8252
19607,-7845
19608,-7431
19609,-7012
19610,-6586
19611,-6155
19612,-5720
19613,-5280
19614,-4835
19615,-4386
19616,-3934
19617,-3479
19618,-3021
19619,-2560
19620,-2098
19621,-1633
19622,-1168
19623,-701
19624,-234
19625,234
19626,701
19627,1168
19628,1633
19629,2098
19630,2560
19631,3021
19632,3479
19633,3934
19634,4386
19635,4835
19636,5280
19637,5720
19638,6156
19639,6586
19640,7012
19641,7431
19642,7845
19643,8252
19644,8653
19645,9046
19646,9433
19647,9811
19648,10182
19649,10544
19650,10898
19651,11243
19652,11579
19653,11905
19654,12222
19655,12528
19656,12825
19657,13111
19658,13387
19659,13651
19660,13905
19661,14147
19662,14378
19663,14597
19664,14805
19665,15000
19666,15183
19667,15353
19668,15512
19669,15658
19670,15790
19671,15911
19672,16018
19673,16112
19674,16193
19675,16261
19676,16316
19677,16358
19678,16386
19679,16401
19680,16403
19681,16391
19682,16366
19683,16328
19684,16276
19685,16211
19686,16134
19687,16043
19688,15939
19689,15822
19690,15692
19691,15550
19692,15394
19693,15227
19694,15046
19695,14854
19696,14650
19697,14434
19698,14206
19699,13967
19700,13716
19701,13454
19702,13181
19703,12898
19704,12603
19705,12299
19706,11985
19707,11661
19708,11328
19709,10985
19710,10633
19711,10273
19712,9905
19713,9528
19714,9144
19715,8752
19716,8353
19717,7948
19718,7535
19719,7117
19720,6694
19721,6264
19722,5830
19723,5390
19724,4947
19725,4499
19726,4048
19727,3593
19728,3136
19729,2676
19730,2213
19731,1750
19732,1284
19733,818
19734,351
19735,-117
19736,-584
19737,-1051
19738,-1517
19739,-1982
19740,-2445
19741,-2906
19742,-3364
19743,-3821
19744,-4274
19745,-4723
19746,-5169
19747,-5610
19748,-6047
19749,-6479
19750,-6906
19751,-7327
19752,-7742
19753,-8151
19754,-8553
19755,-8948
19756,-9336
19757,-9717
19758,-10090
19759,-10454
19760,-10810
19761,-11157
19762,-11495
19763,-11824
19764,-12143
19765,-12452
19766,-12752
19767,-13040
19768,-13318
19769,-13586
19770,-13842
19771,-14088
19772,-14321
19773,-14543
19774,-14754
19775,-14952
19776,-15138
19777,-15312
19778,-15473
19779,-15622
19780,-15758
19781,-15882
19782,-15992
19783,-16090
19784,-16174
19785,-16245
19786,-16303
19787,-16348
19788,-16380
19789,-16398
19790,-16403
19791,-16395
19792,-16373
19793,-16339
19794,-16290
19795,-16229
19796,-16154
19797,-16067
19798,-15966
19799,-15852
19800,-15725
19801,-15586
19802,-15434
19803,-15270
19804,-15093
19805,-14903
19806,-14702
19807,-14489
19808,-14264
19809,-14027
19810,-13779
19811,-13520
19812,-13250
19813,-12969
19814,-12678
19815,-12376
19816,-12064
19817,-11742
19818,-11411
19819,-11071
19820,-10722
19821,-10364
19822,-9997
19823,-9623
19824,-9240
19825,-8851
19826,-8453
19827,-8049
19828,-7639
19829,-7222
19830,-6800
19831,-6371
19832,-5938
19833,-5500
19834,-5058
19835,-4611
19836,-4161
19837,-3707
19838,-3250
19839,-2791
19840,-2329
19841,-1865
19842,-1400
19843,-934
19844,-467
19845,0
19846,468
19847,935
19848,1401
19849,1866
19850,2329
19851,2791
19852,3250
19853,3707
19854,4161
19855,4611
19856,5058
19857,5501
19858,5938
19859,6372
19860,6800
19861,7222
19862,7639
19863,8050
19864,8454
19865,8851
19866,9241
19867,9623
19868,9998
19869,10364
19870,10722
19871,11072
19872,11412
19873,11743
19874,12065
19875,12376
19876,12678
19877,12969
19878,13250
19879,13520
19880,13780
19881,14028
19882,14264
19883,14489
19884,14702
19885,14904
19886,15093
19887,15270
19888,15434
19889,15586
19890,15726
19891,15852
19892,15966
19893,16067
19894,16155
19895,16229
19896,16291
19897,16339
19898,16374
19899,16395
19900,16404
19901,16398
19902,16380
19903,16348
19904,16304
19905,16245
19906,16174
19907,16090
19908,15992
19909,15882
19910,15758
19911,15622
19912,15473
19913,15312
19914,15138
19915,14952
19916,14754
19917,14543
19918,14321
19919,14088
19920,13843
19921,13586
19922,13319
19923,13040
19924,12752
19925,12453
19926,12143
19927,11824
19928,11495
19929,11157
19930,10810
19931,10454
19932,10090
19933,9717
19934,9337
19935,8949
19936,8554
19937,8151
19938,7742
19939,7327
19940,6906
19941,6479
19942,6047
19943,5610
19944,5169
19945,4723
19946,4274
19947,3821
19948,3365
19949,2906
19950,2445
19951,1982
19952,1517
19953,1051
19954,584
19955,117
19956,-350
19957,-817
19958,-1284
19959,-1749
19960,-2213
19961,-2675
19962,-3135
19963,-3593
19964,-4047
19965,-4499
19966,-4947
19967,-5390
19968,-5829
19969,-6264
19970,-6693
19971,-7117
19972,-7535
19973,-7947
19974,-8353
19975,-8752
19976,-9143
19977,-9528
19978,-9904
19979,-10273
19980,-10633
19981,-10985
19982,-11327
19983,-11661
19984,-11985
19985,-12299
19986,-12603
19987,-12897
19988,-13181
19989,-13453
19990,-13715
19991,-13966
19992,-14206
19993,-14434
19994,-14650
19995,-14854
19996,-15046
19997,-15227
19998,-15394
19999,-15549
20000,-15692
20001,-15822
20002,-15939
20003,-16042
20004,-16133
20005,-16211
20006,-16276
20007,-16328
20008,-16366
20009,-16391
20010,-16402
20011,-16401
20012,-16386
20013,-16358
20014,-16316
20015,-16261
20016,-16193
20017,-16112
20018,-16018
20019,-15910
20020,-15790
20021,-15657
20022,-15511
20023,-15353
20024,-15182
20025,-14999
20026,-14804
20027,-14597
20028,-14378
20029,-14147
20030,-13905
20031,-13651
20032,-13387
20033,-13111
20034,-12825
20035,-12528
20036,-12221
20037,-11904
20038,-11578
20039,-11243
20040,-10898
20041,-10544
20042,-10181
20043,-9811
20044,-9433
20045,-9046
20046,-8653
20047,-8252
20048,-7845
20049,-7431
20050,-7012
20051,-6586
20052,-6156
20053,-5720
20054,-5280
20055,-4835
20056,-4386
20057,-3934
20058,-3479
20059,-3021
20060,-2560
20061,-2098
20062,-1633
20063,-1167
20064,-701
20065,-233
20066,234
20067,701
20068,1168
20069,1634
20070,2098
20071,2560
20072,3021
20073,3479
20074,3934
20075,4386
20076,4835
20077,5280
20078,5720
20079,6156
20080,6587
20081,7012
20082,7432
20083,7845
20084,8253
20085,8653
20086,9046
20087,9433
20088,9811
20089,10182
20090,10544
20091,10898
20092,11243
20093,11578
20094,11905
20095,12221
20096,12528
20097,12825
20098,13111
20099,13387
20100,13651
20101,13905
20102,14147
20103,14378
20104,14597
20105,14804
20106,15000
20107,15183
20108,15353
20109,15512
20110,15657
20111,15790
20112,15911
20113,16018
20114,16112
20115,16193
20116,16261
20117,16316
20118,16358
20119,16386
20120,16401
20121,16403
20122,16391
20123,16366
20124,16328
20125,16276
20126,16211
20127,16134
20128,16043
20129,15939
20130,15822
20131,15692
20132,15550
20133,15394
20134,15227
20135,15046
20136,14855
20137,14650
20138,14434
20139,14206
20140,13966
20141,13716
20142,13454
20143,13181
20144,12898
20145,12604
20146,12299
20147,11985
20148,11661
20149,11327
20150,10985
20151,10633
20152,10273
20153,9905
20154,9528
20155,9144
20156,8752
20157,8353
20158,7947
20159,7535
20160,7117
20161,6694
20162,6264
20163,5830
20164,5390
20165,4947
20166,4499
20167,4048
20168,3593
20169,3136
20170,2676
20171,2213
20172,1750
20173,1284
20174,818
20175,351
20176,-117
20177,-584
20178,-1051
20179,-1517
20180,-1982
20181,-2445
20182,-2906
20183,-3365
20184,-3821
