,M
2303,10544
2304,11412
2305,12221
2306,12969
2307,13651
2308,14264
2309,14805
2310,15270
2311,15658
2312,15966
2313,16193
2314,16339
2315,16401
2316,16380
2317,16276
2318,16090
2319,15822
2320,15474
2321,15047
2322,14543
2323,13966
2324,13319
2325,12604
2326,11824
2327,10985
2328,10090
2329,9144
2330,8151
2331,7117
2332,6047
2333,4947
2334,3821
2335,2676
2336,1517
2337,351
2338,-818
2339,-1982
2340,-3135
2341,-4274
2342,-5390
2343,-6479
2344,-7535
2345,-8553
2346,-9528
2347,-10454
2348,-11327
2349,-12143
2350,-12897
2351,-13586
2352,-14206
2353,-14754
2354,-15227
2355,-15622
2356,-15938
2357,-16174
2358,-16328
2359,-16398
2360,-16386
2361,-16290
2362,-16112
2363,-15852
2364,-15512
2365,-15093
2366,-14597
2367,-14027
2368,-13387
2369,-12678
2370,-11904
2371,-11071
2372,-10182
2373,-9240
2374,-8252
2375,-7222
2376,-6156
2377,-5058
2378,-3934
2379,-2791
2380,-1633
2381,-467
2382,701
2383,1866
2384,3021
2385,4161
2386,5280
2387,6372
2388,7432
2389,8454
2390,9433
2391,10364
2392,11243
2393,12064
2394,12825
2395,13520
2396,14147
2397,14702
2398,15183
2399,15586
2400,15911
2401,16155
2402,16316
2403,16395
2404,16391
2405,16304
2406,16134
2407,15882
2408,15549
2409,15138
2410,14650
2411,14088
2412,13454
2413,12752
2414,11985
2415,11157
2416,10273
2417,9337
2418,8353
2419,7327
2420,6264
2421,5169
2422,4048
2423,2906
2424,1750
2425,584
2426,-584
2427,-1749
2428,-2906
2429,-4047
2430,-5169
2431,-6264
2432,-7327
2433,-8353
2434,-9337
2435,-10273
2436,-11157
2437,-11985
2438,-12752
2439,-13454
2440,-14088
2441,-14650
2442,-15138
2443,-15549
2444,-15882
2445,-16134
2446,-16303
2447,-16391
2448,-16395
2449,-16316
2450,-16154
2451,-15910
2452,-15586
2453,-15183
2454,-14702
2455,-14147
2456,-13520
2457,-12825
2458,-12064
2459,-11242
2460,-10364
2461,-9433
2462,-8453
2463,-7431
2464,-6372
2465,-5279
2466,-4161
2467,-3021
2468,-1865
2469,-701
2470,467
2471,1633
2472,2791
2473,3934
2474,5058
2475,6156
2476,7223
2477,8253
2478,9241
2479,10182
2480,11072
2481,11905
2482,12678
2483,13387
2484,14028
2485,14597
2486,15093
2487,15512
2488,15852
2489,16112
2490,16290
2491,16386
2492,16399
2493,16328
2494,16174
2495,15939
2496,15622
2497,15227
2498,14754
2499,14206
2500,13586
2501,12897
2502,12143
2503,11328
2504,10454
2505,9528
2506,8553
2507,7536
2508,6479
2509,5390
2510,4274
2511,3136
2512,1982
2513,818
2514,-350
2515,-1517
2516,-2675
2517,-3821
2518,-4946
2519,-6047
2520,-7117
2521,-8151
2522,-9143
2523,-10090
2524,-10985
2525,-11824
2526,-12603
2527,-13319
2528,-13966
2529,-14543
2530,-15046
2531,-15473
2532,-15822
2533,-16089
2534,-16276
2535,-16380
2536,-16401
2537,-16338
2538,-16193
2539,-15966
2540,-15657
2541,-15270
2542,-14804
2543,-14264
2544,-13651
2545,-12969
2546,-12221
2547,-11411
2548,-10544
2549,-9623
2550,-8653
2551,-7639
2552,-6586
2553,-5500
2554,-4386
2555,-3250
2556,-2097
2557,-934
2558,234
2559,1401
2560,2561
2561,3707
2562,4835
2563,5939
2564,7012
2565,8049
2566,9046
2567,9998
2568,10898
2569,11743
2570,12528
2571,13250
2572,13905
2573,14489
2574,15000
2575,15434
2576,15790
2577,16067
2578,16262
2579,16373
2580,16403
2581,16349
2582,16211
2583,15992
2584,15692
2585,15312
2586,14855
2587,14322
2588,13716
2589,13041
2590,12299
2591,11496
2592,10633
2593,9717
2594,8752
2595,7742
2596,6694
2597,5610
2598,4499
2599,3365
2600,2213
2601,1051
2602,-117
2603,-1284
2604,-2445
2605,-3593
2606,-4723
2607,-5829
2608,-6906
2609,-7947
2610,-8949
2611,-9905
2612,-10810
2613,-11661
2614,-12452
2615,-13181
2616,-13842
2617,-14434
2618,-14952
2619,-15394
2620,-15758
2621,-16043
2622,-16245
2623,-16366
2624,-16403
2625,-16358
2626,-16229
2627,-16018
2628,-15726
2629,-15353
2630,-14903
2631,-14378
2632,-13779
2633,-13111
2634,-12376
2635,-11578
2636,-10722
2637,-9811
2638,-8851
2639,-7845
2640,-6800
2641,-5720
2642,-4611
2643,-3479
2644,-2329
2645,-1168
2646,0
2647,1168
2648,2329
2649,3479
2650,4611
2651,5720
2652,6800
2653,7845
2654,8851
2655,9811
2656,10722
2657,11578
2658,12376
2659,13111
2660,13780
2661,14378
2662,14903
2663,15353
2664,15726
2665,16018
2666,16229
2667,16358
2668,16403
2669,16366
2670,16246
2671,16043
2672,15758
2673,15394
2674,14952
2675,14434
2676,13843
2677,13181
2678,12453
2679,11661
2680,10810
2681,9905
2682,8949
2683,7947
2684,6906
2685,5830
2686,4723
2687,3593
2688,2445
2689,1284
2690,117
2691,-1051
2692,-2213
2693,-3365
2694,-4499
2695,-5610
2696,-6693
2697,-7742
2698,-8752
2699,-9717
2700,-10633
2701,-11495
2702,-12299
2703,-13040
2704,-13715
2705,-14321
2706,-14854
2707,-15312
2708,-15692
2709,-15992
2710,-16211
2711,-16348
2712,-16403
2713,-16373
2714,-16261
2715,-16067
2716,-15790
2717,-15434
2718,-14999
2719,-14489
2720,-13905
2721,-13250
2722,-12528
2723,-11743
2724,-10897
2725,-9997
2726,-9046
2727,-8049
2728,-7012
2729,-5938
2730,-4835
2731,-3707
2732,-2560
2733,-1400
2734,-233
2735,935
2736,2098
2737,3250
2738,4386
2739,5500
2740,6586
2741,7639
2742,8653
2743,9623
2744,10544
2745,11412
2746,12222
2747,12969
2748,13651
2749,14264
2750,14805
2751,15270
2752,15657
2753,15966
2754,16193
2755,16339
2756,16401
2757,16380
2758,16276
2759,16090
2760,15822
2761,15473
2762,15047
2763,14543
2764,13966
2765,13319
2766,12604
2767,11824
2768,10985
2769,10090
2770,9144
2771,8151
2772,7117
2773,6047
2774,4947
2775,3821
2776,2676
2777,1517
2778,351
2779,-818
2780,-1981
2781,-3135
2782,-4274
2783,-5390
2784,-6479
2785,-7535
2786,-8553
2787,-9528
2788,-10454
2789,-11327
2790,-12143
2791,-12897
2792,-13586
2793,-14206
2794,-14753
2795,-15226
2796,-15622
2797,-15938
2798,-16174
2799,-16328
2800,-16398
2801,-16386
2802,-16290
2803,-16112
2804,-15852
2805,-15512
2806,-15092
2807,-14597
2808,-14027
2809,-13387
2810,-12678
2811,-11904
2812,-11071
2813,-10181
2814,-9240
2815,-8252
2816,-7222
2817,-6155
2818,-5058
2819,-3934
2820,-2791
2821,-1633
2822,-467
2823,701
2824,1866
2825,3021
2826,4161
2827,5280
2828,6372
2829,7431
2830,8453
2831,9433
2832,10364
2833,11243
2834,12065
2835,12825
2836,13520
2837,14147
2838,14702
2839,15183
2840,15586
2841,15911
2842,16154
2843,16316
2844,16395
2845,16391
2846,16304
2847,16134
2848,15882
2849,15550
2850,15138
2851,14650
2852,14088
2853,13454
2854,12752
2855,11985
2856,11157
2857,10273
2858,9337
2859,8353
2860,7327
2861,6264
2862,5169
2863,4048
2864,2906
2865,1749
2866,584
2867,-584
2868,-1749
2869,-2906
2870,-4047
2871,-5169
2872,-6264
2873,-7327
2874,-8353
2875,-9337
2876,-10273
2877,-11157
2878,-11985
2879,-12751
2880,-13454
2881,-14087
2882,-14650
2883,-15138
2884,-15549
2885,-15882
2886,-16134
2887,-16304
2888,-16391
2889,-16395
2890,-16316
2891,-16154
2892,-15911
2893,-15586
2894,-15183
2895,-14702
2896,-14147
2897,-13520
2898,-12825
2899,-12064
2900,-11243
2901,-10364
2902,-9432
2903,-8453
2904,-7431
2905,-6371
2906,-5279
2907,-4161
2908,-3021
2909,-1866
2910,-701
2911,468
2912,1633
2913,2791
2914,3935
2915,5058
2916,6156
2917,7223
2918,8253
2919,9240
2920,10182
2921,11071
2922,11905
2923,12678
2924,13387
2925,14027
2926,14597
2927,15093
2928,15512
2929,15852
2930,16112
2931,16290
2932,16386
2933,16398
2934,16328
2935,16174
2936,15939
2937,15622
2938,15227
2939,14754
2940,14206
2941,13586
2942,12897
2943,12143
2944,11328
2945,10454
2946,9528
2947,8554
2948,7536
2949,6479
2950,5390
2951,4274
2952,3136
2953,1982
2954,818
2955,-351
2956,-1517
2957,-2676
2958,-3821
2959,-4947
2960,-6047
2961,-7117
2962,-8151
2963,-9144
2964,-10090
2965,-10985
2966,-11824
2967,-12603
2968,-13318
2969,-13966
2970,-14543
2971,-15046
2972,-15473
2973,-15822
2974,-16090
2975,-16276
2976,-16380
2977,-16401
2978,-16338
2979,-16193
2980,-15966
2981,-15657
2982,-15269
2983,-14804
2984,-14264
2985,-13651
2986,-12969
2987,-12221
2988,-11412
2989,-10544
2990,-9623
2991,-8653
2992,-7639
2993,-6586
2994,-5500
2995,-4386
2996,-3250
2997,-2097
2998,-934
2999,234
3000,1401
3001,2560
3002,3707
3003,4835
3004,5938
3005,7012
3006,8049
3007,9046
3008,9997
3009,10898
3010,11743
3011,12528
3012,13250
3013,13905
3014,14489
3015,15000
3016,15434
3017,15790
3018,16067
3019,16262
3020,16373
3021,16403
3022,16349
3023,16211
3024,15992
3025,15692
3026,15312
3027,14855
3028,14321
3029,13716
3030,13041
3031,12299
3032,11495
3033,10633
3034,9717
3035,8752
3036,7742
3037,6694
3038,5610
3039,4499
3040,3365
3041,2214
3042,1051
3043,-117
3044,-1284
3045,-2445
3046,-3593
3047,-4723
3048,-5829
3049,-6906
3050,-7947
3051,-8948
3052,-9904
3053,-10810
3054,-11661
3055,-12452
3056,-13181
3057,-13842
3058,-14434
3059,-14952
3060,-15394
3061,-15758
3062,-16042
3063,-16245
3064,-16366
3065,-16403
3066,-16358
3067,-16229
3068,-16018
3069,-15725
3070,-15353
3071,-14903
3072,-14378
3073,-13779
3074,-13111
3075,-12376
3076,-11578
3077,-10722
3078,-9811
3079,-8851
3080,-7845
3081,-6800
3082,-5720
3083,-4611
3084,-3479
3085,-2329
3086,-1168
3087,0
3088,1168
3089,2329
3090,3479
3091,4611
3092,5720
3093,6800
3094,7845
3095,8851
3096,9811
3097,10722
3098,11578
3099,12376
3100,13111
3101,13779
3102,14378
3103,14904
3104,15354
3105,15726
3106,16018
3107,16229
3108,16358
3109,16403
3110,16366
3111,16245
3112,16043
3113,15758
3114,15394
3115,14952
3116,14434
3117,13843
3118,13181
3119,12453
3120,11661
3121,10810
3122,9905
3123,8949
3124,7948
3125,6906
3126,5830
3127,4723
3128,3593
3129,2445
3130,1284
3131,117
3132,-1051
3133,-2213
3134,-3365
3135,-4499
3136,-5610
3137,-6693
3138,-7742
3139,-8752
3140,-9717
3141,-10633
3142,-11495
3143,-12299
3144,-13040
3145,-13715
3146,-14321
3147,-14854
3148,-15312
3149,-15692
3150,-15992
3151,-16211
3152,-16348
3153,-16403
3154,-16373
3155,-16261
3156,-16067
3157,-15790
3158,-15434
3159,-15000
3160,-14489
3161,-13905
3162,-13250
3163,-12528
3164,-11742
3165,-10897
3166,-9997
3167,-9046
3168,-8049
3169,-7012
3170,-5938
3171,-4835
3172,-3707
3173,-2560
3174,-1400
3175,-234
3176,935
3177,2098
3178,3250
3179,4386
3180,5501
3181,6587
3182,7639
3183,8653
3184,9623
3185,10544
3186,11412
3187,12221
3188,12969
3189,13651
3190,14264
3191,14805
3192,15270
3193,15657
3194,15966
3195,16193
3196,16339
3197,16401
3198,16380
3199,16276
3200,16090
3201,15822
3202,15474
3203,15047
3204,14543
3205,13967
3206,13319
3207,12603
3208,11824
3209,10985
3210,10090
3211,9144
3212,8151
3213,7117
3214,6047
3215,4947
3216,3821
3217,2676
3218,1517
3219,351
3220,-817
3221,-1981
3222,-3136
3223,-4274
3224,-5390
3225,-6479
3226,-7535
3227,-8553
3228,-9528
3229,-10454
3230,-11327
3231,-12143
3232,-12897
3233,-13586
3234,-14206
3235,-14753
3236,-15227
3237,-15622
3238,-15939
3239,-16174
3240,-16327
3241,-16398
3242,-16386
3243,-16290
3244,-16112
3245,-15852
3246,-15511
3247,-15093
3248,-14597
3249,-14027
3250,-13386
3251,-12678
3252,-11904
3253,-11071
3254,-10182
3255,-9240
3256,-8252
3257,-7222
3258,-6155
3259,-5058
3260,-3934
3261,-2791
3262,-1633
3263,-467
3264,701
3265,1866
3266,3021
3267,4161
3268,5280
3269,6372
3270,7431
3271,8453
3272,9433
3273,10364
3274,11243
3275,12064
3276,12825
3277,13520
3278,14147
3279,14702
3280,15183
3281,15586
3282,15911
3283,16155
3284,16316
3285,16395
3286,16391
3287,16304
3288,16134
3289,15882
3290,15550
3291,15138
3292,14650
3293,14088
3294,13454
3295,12752
3296,11985
3297,11157
3298,10273
3299,9337
3300,8353
3301,7327
3302,6264
3303,5169
3304,4048
3305,2906
3306,1750
3307,584
3308,-584
3309,-1749
3310,-2906
3311,-4047
3312,-5169
3313,-6264
3314,-7327
3315,-8353
3316,-9337
3317,-10273
3318,-11157
3319,-11985
3320,-12752
3321,-13454
3322,-14088
3323,-14650
3324,-15138
3325,-15549
3326,-15882
3327,-16134
3328,-16303
3329,-16391
3330,-16395
3331,-16316
3332,-16154
3333,-15911
3334,-15586
3335,-15183
3336,-14702
3337,-14147
3338,-13520
3339,-12825
3340,-12064
3341,-11243
3342,-10364
3343,-9433
3344,-8453
3345,-7431
3346,-6371
3347,-5279
3348,-4161
3349,-3021
3350,-1866
3351,-701
3352,468
3353,1634
3354,2791
3355,3934
3356,5058
3357,6156
3358,7222
3359,8252
3360,9240
3361,10182
3362,11071
3363,11905
3364,12678
3365,13387
3366,14028
3367,14597
3368,15093
3369,15512
3370,15852
3371,16112
3372,16290
3373,16386
3374,16399
3375,16328
3376,16174
3377,15939
3378,15622
3379,15227
3380,14754
3381,14206
3382,13586
3383,12898
3384,12143
3385,11327
3386,10454
3387,9528
3388,8553
3389,7535
3390,6479
3391,5390
3392,4274
3393,3136
3394,1982
3395,818
3396,-351
3397,-1517
3398,-2676
3399,-3821
3400,-4946
3401,-6047
3402,-7117
3403,-8151
3404,-9143
3405,-10090
3406,-10985
3407,-11824
3408,-12603
3409,-13318
3410,-13966
3411,-14543
3412,-15046
3413,-15473
3414,-15821
3415,-16089
3416,-16276
3417,-16380
3418,-16401
3419,-16339
3420,-16193
3421,-15966
3422,-15657
3423,-15270
3424,-14804
3425,-14264
3426,-13651
3427,-12969
3428,-12221
3429,-11411
3430,-10544
3431,-9623
3432,-8653
3433,-7639
3434,-6586
3435,-5500
3436,-4386
3437,-3250
3438,-2097
3439,-934
3440,234
3441,1401
3442,2560
3443,3707
3444,4835
3445,5938
3446,7012
3447,8050
3448,9047
3449,9997
3450,10898
3451,11743
3452,12528
3453,13250
3454,13905
3455,14489
3456,15000
3457,15434
3458,15791
3459,16067
3460,16261
3461,16374
3462,16403
3463,16348
3464,16211
3465,15992
3466,15692
3467,15312
3468,14854
3469,14322
3470,13716
3471,13041
3472,12299
3473,11495
3474,10633
3475,9717
3476,8752
3477,7742
3478,6694
3479,5611
3480,4499
3481,3365
3482,2213
3483,1051
3484,-117
3485,-1284
3486,-2445
3487,-3593
3488,-4723
3489,-5829
3490,-6906
3491,-7947
3492,-8949
3493,-9904
3494,-10810
3495,-11661
3496,-12452
3497,-13181
3498,-13842
3499,-14434
3500,-14952
3501,-15394
3502,-15758
3503,-16042
3504,-16245
3505,-16366
3506,-16403
3507,-16357
3508,-16229
3509,-16018
3510,-15725
3511,-15353
3512,-14903
3513,-14378
3514,-13779
3515,-13111
3516,-12376
3517,-11578
3518,-10722
3519,-9811
3520,-8851
3521,-7845
3522,-6800
3523,-5720
3524,-4611
3525,-3479
3526,-2329
3527,-1167
3528,0
3529,1168
3530,2329
3531,3479
3532,4611
3533,5720
3534,6800
3535,7845
3536,8851
3537,9811
3538,10722
3539,11578
3540,12376
3541,13111
3542,13779
3543,14378
3544,14903
3545,15353
3546,15726
3547,16018
3548,16229
3549,16358
3550,16404
3551,16366
3552,16245
3553,16043
3554,15759
3555,15394
3556,14952
3557,14434
3558,13843
3559,13181
3560,12452
3561,11661
3562,10810
3563,9905
3564,8949
3565,7948
3566,6906
3567,5830
3568,4723
3569,3593
3570,2445
3571,1284
3572,117
3573,-1051
3574,-2213
3575,-3365
3576,-4499
3577,-5610
3578,-6693
3579,-7742
3580,-8752
3581,-9717
3582,-10633
3583,-11495
3584,-12299
3585,-13040
3586,-13715
3587,-14321
3588,-14854
3589,-15312
3590,-15692
3591,-15992
3592,-16211
3593,-16348
3594,-16403
3595,-16373
3596,-16261
3597,-16067
3598,-15790
3599,-15434
3600,-15000
3601,-14489
3602,-13905
3603,-13250
3604,-12528
3605,-11742
3606,-10898
3607,-9997
3608,-9046
3609,-8049
3610,-7012
3611,-5938
3612,-4835
3613,-3707
3614,-2560
3615,-1400
3616,-234
3617,934
3618,2098
3619,3251
3620,4386
3621,5501
3622,6587
3623,7639
3624,8653
3625,9623
3626,10544
3627,11412
3628,12222
3629,12969
3630,13651
3631,14264
3632,14805
3633,15270
3634,15657
3635,15966
3636,16193
3637,16339
3638,16401
3639,16380
3640,16276
3641,16090
3642,15822
3643,15473
3644,15046
3645,14544
3646,13966
3647,13319
3648,12604
3649,11824
3650,10985
3651,10090
3652,9144
3653,8151
3654,7117
3655,6047
3656,4947
3657,3821
3658,2676
3659,1517
3660,351
3661,-818
3662,-1982
3663,-3136
3664,-4274
3665,-5390
3666,-6479
3667,-7535
3668,-8553
3669,-9528
3670,-10454
3671,-11327
3672,-12143
3673,-12897
3674,-13586
3675,-14206
3676,-14754
3677,-15226
3678,-15622
3679,-15939
3680,-16174
3681,-16327
3682,-16398
3683,-16386
3684,-16290
3685,-16112
3686,-15852
3687,-15511
3688,-15093
3689,-14597
3690,-14027
3691,-13387
3692,-12678
3693,-11904
3694,-11071
3695,-10182
3696,-9240
3697,-8252
3698,-7222
3699,-6156
3700,-5058
3701,-3934
3702,-2791
3703,-1633
3704,-467
3705,701
3706,1866
3707,3021
3708,4161
3709,5280
3710,6372
3711,7432
3712,8454
3713,9433
3714,10364
3715,11243
3716,12065
3717,12825
3718,13520
3719,14147
3720,14702
3721,15183
3722,15586
3723,15911
3724,16155
3725,16316
3726,16395
3727,16391
3728,16304
3729,16134
3730,15882
3731,15550
3732,15138
3733,14650
3734,14088
3735,13454
3736,12752
3737,11985
3738,11157
3739,10273
3740,9337
3741,8353
3742,7327
3743,6264
3744,5169
3745,4048
3746,2906
3747,1749
3748,584
3749,-584
3750,-1749
3751,-2906
3752,-4048
3753,-5169
3754,-6264
3755,-7327
3756,-8353
3757,-9337
3758,-10273
3759,-11157
3760,-11985
3761,-12752
3762,-13453
3763,-14088
3764,-14650
3765,-15138
3766,-15549
3767,-15881
3768,-16134
3769,-16303
3770,-16391
3771,-16395
3772,-16316
3773,-16154
3774,-15911
3775,-15586
3776,-15183
3777,-14702
3778,-14147
3779,-13520
3780,-12825
3781,-12064
3782,-11243
3783,-10364
3784,-9433
3785,-8453
3786,-7431
3787,-6371
3788,-5279
3789,-4161
3790,-3021
3791,-1866
3792,-701
3793,467
3794,1633
3795,2791
3796,3935
3797,5058
3798,6156
3799,7222
3800,8253
3801,9241
3802,10182
3803,11072
3804,11905
3805,12678
3806,13387
3807,14027
3808,14597
3809,15093
3810,15512
3811,15852
3812,16112
3813,16291
3814,16386
3815,16398
3816,16328
3817,16174
3818,15939
3819,15622
3820,15227
3821,14754
3822,14206
3823,13586
3824,12897
3825,12143
3826,11328
3827,10454
3828,9528
3829,8553
3830,7535
3831,6479
3832,5390
3833,4274
3834,3136
3835,1982
3836,818
3837,-351
3838,-1517
3839,-2675
3840,-3821
3841,-4947
3842,-6047
3843,-7117
3844,-8151
3845,-9144
3846,-10090
3847,-10985
3848,-11824
3849,-12603
3850,-13319
3851,-13966
3852,-14543
3853,-15046
3854,-15473
3855,-15821
3856,-16090
3857,-16276
3858,-16380
3859,-16401
3860,-16338
3861,-16193
3862,-15966
3863,-15657
3864,-15270
3865,-14804
3866,-14264
3867,-13651
3868,-12969
3869,-12221
3870,-11411
3871,-10544
3872,-9623
3873,-8653
3874,-7639
3875,-6586
3876,-5500
3877,-4386
3878,-3250
3879,-2098
3880,-934
3881,234
3882,1401
3883,2561
3884,3707
3885,4835
3886,5939
3887,7012
3888,8050
3889,9046
3890,9997
3891,10898
3892,11743
3893,12528
3894,13250
3895,13905
3896,14489
3897,15000
3898,15434
3899,15790
3900,16067
3901,16261
3902,16374
3903,16403
3904,16348
3905,16211
3906,15992
3907,15692
3908,15312
3909,14854
3910,14321
3911,13716
3912,13040
3913,12299
3914,11495
3915,10633
3916,9717
3917,8752
3918,7742
3919,6694
3920,5611
3921,4499
3922,3365
3923,2213
3924,1051
3925,-117
3926,-1284
3927,-2445
3928,-3593
3929,-4723
3930,-5829
3931,-6906
3932,-7947
3933,-8949
3934,-9905
3935,-10810
3936,-11661
3937,-12452
3938,-13181
3939,-13842
3940,-14434
3941,-14952
3942,-15394
3943,-15758
3944,-16043
3945,-16245
3946,-16366
3947,-16403
3948,-16357
3949,-16229
3950,-16018
3951,-15726
3952,-15353
3953,-14903
3954,-14378
3955,-13779
3956,-13111
3957,-12376
3958,-11578
3959,-10722
3960,-9811
3961,-8850
3962,-7845
3963,-6800
3964,-5720
3965,-4611
3966,-3479
3967,-2329
3968,-1167
3969,0
3970,1168
3971,2329
3972,3479
3973,4611
3974,5720
3975,6800
3976,7845
3977,8851
3978,9811
3979,10722
3980,11578
3981,12376
3982,13111
3983,13780
3984,14378
3985,14903
3986,15354
3987,15726
3988,16018
3989,16229
3990,16358
3991,16404
3992,16366
3993,16246
3994,16043
3995,15758
3996,15394
3997,14952
3998,14434
3999,13843
4000,13181
4001,12453
4002,11661
4003,10810
4004,9905
4005,8949
4006,7947
4007,6906
4008,5830
4009,4723
4010,3593
4011,2445
4012,1284
4013,117
4014,-1051
4015,-2213
4016,-3364
4017,-4499
4018,-5610
4019,-6693
4020,-7742
4021,-8752
4022,-9717
4023,-10633
4024,-11495
4025,-12299
4026,-13040
4027,-13716
4028,-14321
4029,-14854
4030,-15312
4031,-15692
4032,-15992
4033,-16211
4034,-16348
4035,-16402
4036,-16373
4037,-16261
4038,-16067
4039,-15790
4040,-15434
4041,-15000
4042,-14489
4043,-13905
4044,-13250
4045,-12528
4046,-11742
4047,-10897
4048,-9997
4049,-9046
4050,-8049
4051,-7012
4052,-5938
4053,-4835
4054,-3707
4055,-2560
4056,-1401
4057,-234
4058,934
4059,2098
4060,3251
4061,4387
4062,5500
4063,6587
4064,7639
4065,8653
4066,9623
4067,10544
4068,11412
4069,12221
4070,12969
4071,13651
4072,14264
4073,14804
4074,15270
4075,15658
4076,15966
4077,16193
4078,16339
4079,16401
4080,16380
4081,16276
4082,16090
4083,15822
4084,15474
4085,15047
4086,14543
4087,13966
4088,13319
4089,12604
4090,11824
4091,10985
4092,10090
4093,9144
4094,8151
4095,7117
4096,6047
4097,4947
4098,3821
4099,2676
4100,1517
4101,351
4102,-818
4103,-1982
4104,-3136
4105,-4274
4106,-5390
4107,-6479
4108,-7535
4109,-8553
4110,-9528
4111,-10454
4112,-11327
4113,-12143
4114,-12897
4115,-13586
4116,-14206
4117,-14753
4118,-15227
4119,-15622
4120,-15938
4121,-16174
4122,-16327
4123,-16398
4124,-16386
4125,-16290
4126,-16112
4127,-15852
4128,-15512
4129,-15093
4130,-14597
4131,-14027
4132,-13386
4133,-12678
4134,-11905
4135,-11071
4136,-10182
4137,-9240
4138,-8252
4139,-7222
4140,-6155
4141,-5058
4142,-3934
4143,-2791
4144,-1633
4145,-467
4146,701
4147,1866
4148,3021
4149,4161
4150,5280
4151,6372
4152,7431
4153,8453
4154,9433
4155,10364
4156,11243
4157,12064
4158,12825
4159,13520
4160,14147
4161,14702
4162,15183
4163,15586
4164,15911
4165,16155
4166,16316
4167,16395
4168,16391
4169,16304
4170,16134
4171,15882
4172,15550
4173,15138
4174,14650
4175,14088
4176,13454
4177,12752
4178,11985
